Store Name,Customer #,Billing Document #,Billing Document Date,PO #,Season Description,Billing Document Type,Billing Document Status,Total,Delivery #
BANNER'S  HALLMARK SHOP 61,1000055874,5061383406,12/01/2025,DEC WINNG FEE,,Debit Memo,OPEN,$296.00,
BANNER'S  HALLMARK SHOP 61,1000055874,5061383407,12/01/2025,Dec Smartlync Fee,,Debit Memo,OPEN,$30.00,
BANNER'S HALLMARK SHOP 1403,1000004735,5062632925,12/19/2025,,VALENTINE,Invoice,OPEN,"$6,708.96",4013654996
BANNER'S HALLMARK SHOP 1403,1000004735,5062637064,12/19/2025,MIX MATCH,,Credit Memo,OPEN,$-146.57,
BANNER'S HALLMARK SHOP 1403,1000004735,5062538803,12/18/2025,12/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1403,1000004735,5062540607,12/18/2025,,VALENTINE,Invoice,OPEN,$999.13,4013654995
BANNER'S HALLMARK SHOP 1403,1000004735,5062466182,12/17/2025,Damage Defects,,Credit Memo,OPEN,$-6.25,
BANNER'S HALLMARK SHOP 1403,1000004735,5062353479,12/16/2025,Hmk Ornament Surcharge,,Debit Memo,OPEN,"$1,736.25",
BANNER'S HALLMARK SHOP 1403,1000004735,5062358666,12/16/2025,Relabeling Credit,,Credit Memo,OPEN,$-287.89,
BANNER'S HALLMARK SHOP 1403,1000004735,5062358675,12/16/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5062224336,12/15/2025,OMNI-SFS,,Credit Memo,OPEN,"$-2,995.79",
BANNER'S HALLMARK SHOP 1403,1000004735,5062224338,12/15/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-94.32,
BANNER'S HALLMARK SHOP 1403,1000004735,5062224342,12/15/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-22.50,
BANNER'S HALLMARK SHOP 1403,1000004735,5062224347,12/15/2025,R001904899,,Credit Memo,OPEN,$-738.00,
BANNER'S HALLMARK SHOP 1403,1000004735,5062298776,12/15/2025,,EVERYDAY,Invoice,OPEN,"$1,371.94",4013817123
BANNER'S HALLMARK SHOP 1403,1000004735,5062301753,12/15/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5061949426,12/11/2025,,CHRISTMAS,Invoice,OPEN,$55.00,4013807514
BANNER'S HALLMARK SHOP 1403,1000004735,5061950270,12/11/2025,,VALENTINE,Invoice,OPEN,$180.00,4013808207
BANNER'S HALLMARK SHOP 1403,1000004735,5061950860,12/11/2025,,CHRISTMAS,Invoice,OPEN,$679.50,4013807513
BANNER'S HALLMARK SHOP 1403,1000004735,5061950864,12/11/2025,,CHRISTMAS,Invoice,OPEN,$693.80,4013807515
BANNER'S HALLMARK SHOP 1403,1000004735,5061875397,12/10/2025,,EVERYDAY,Invoice,OPEN,"$6,248.29",4013646122
BANNER'S HALLMARK SHOP 1403,1000004735,5061875400,12/10/2025,,EVERYDAY,Invoice,OPEN,"$1,500.00",4013646122
BANNER'S HALLMARK SHOP 1403,1000004735,5061875401,12/10/2025,,EVERYDAY,Invoice,OPEN,$37.50,4013646122
BANNER'S HALLMARK SHOP 1403,1000004735,5061875402,12/10/2025,,CHRISTMAS,Invoice,OPEN,$239.80,4013748538
BANNER'S HALLMARK SHOP 1403,1000004735,5062048337,12/09/2025,Smartlync Extension,,Debit Memo,OPEN,$387.70,
BANNER'S HALLMARK SHOP 1403,1000004735,5061668499,12/08/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-169.48,
BANNER'S HALLMARK SHOP 1403,1000004735,5061668503,12/08/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-82.12,
BANNER'S HALLMARK SHOP 1403,1000004735,5061668509,12/08/2025,R001903778,,Credit Memo,OPEN,"$-1,027.75",
BANNER'S HALLMARK SHOP 1403,1000004735,5061668515,12/08/2025,OMNI-SFS,,Credit Memo,PAID,"$-3,839.76",
BANNER'S HALLMARK SHOP 1403,1000004735,5061528231,12/05/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5061458869,12/04/2025,,CHRISTMAS,Invoice,OPEN,$14.20,4013706150
BANNER'S HALLMARK SHOP 1403,1000004735,5061297027,12/02/2025,damage defect,,Credit Memo,OPEN,$-4.50,
BANNER'S HALLMARK SHOP 1403,1000004735,5061297033,12/02/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$105.06,
BANNER'S HALLMARK SHOP 1403,1000004735,5061183591,12/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-25.18,
BANNER'S HALLMARK SHOP 1403,1000004735,5061183596,12/01/2025,OMNI-SFS,,Credit Memo,OPEN,"$-1,590.94",
BANNER'S HALLMARK SHOP 1403,1000004735,5061183602,12/01/2025,R001902664,,Credit Memo,OPEN,$-552.82,
BANNER'S HALLMARK SHOP 1403,1000004735,5061242036,12/01/2025,,HANUKKAH,Invoice,OPEN,"$6,165.48",4013646121
BANNER'S HALLMARK SHOP 1403,1000004735,5061242037,12/01/2025,,WINTER GRAD,Invoice,OPEN,$49.70,4013646121
BANNER'S HALLMARK SHOP 1403,1000004735,5061383679,12/01/2025,Dec Smartlync Fee,,Debit Memo,OPEN,$30.00,
BANNER'S HALLMARK SHOP 15,1000041880,5062637578,12/19/2025,MIX MATCH,,Credit Memo,OPEN,$-147.29,
BANNER'S HALLMARK SHOP 15,1000041880,5062538565,12/18/2025,12/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 15,1000041880,5062353023,12/16/2025,Hmk Ornament Surcharge,,Debit Memo,OPEN,"$1,088.00",
BANNER'S HALLMARK SHOP 15,1000041880,5062359439,12/16/2025,Relabeling Credit,,Credit Memo,OPEN,$-267.97,
BANNER'S HALLMARK SHOP 15,1000041880,5062226291,12/15/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-129.52,
BANNER'S HALLMARK SHOP 15,1000041880,5062226296,12/15/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-93.88,
BANNER'S HALLMARK SHOP 15,1000041880,5062226301,12/15/2025,OMNI-SFS,,Credit Memo,OPEN,"$-2,122.91",
BANNER'S HALLMARK SHOP 15,1000041880,5062226307,12/15/2025,R001905771,,Credit Memo,OPEN,$-788.72,
BANNER'S HALLMARK SHOP 15,1000041880,5062299816,12/15/2025,,EVERYDAY,Invoice,OPEN,"$1,371.94",4013817144
BANNER'S HALLMARK SHOP 15,1000041880,5061946146,12/11/2025,,HANUKKAH,Invoice,OPEN,$8.00,4013771665
BANNER'S HALLMARK SHOP 15,1000041880,5061950797,12/11/2025,,CHRISTMAS,Invoice,OPEN,$250.00,4013807404
BANNER'S HALLMARK SHOP 15,1000041880,5061950798,12/11/2025,,CHRISTMAS,Invoice,OPEN,$925.10,4013807405
BANNER'S HALLMARK SHOP 15,1000041880,5061950799,12/11/2025,,VALENTINE,Invoice,OPEN,$120.00,4013808239
BANNER'S HALLMARK SHOP 15,1000041880,5061951219,12/11/2025,,CHRISTMAS,Invoice,OPEN,"$1,859.00",4013807403
BANNER'S HALLMARK SHOP 15,1000041880,5061798274,12/09/2025,,CHRISTMAS,Invoice,OPEN,$6.00,4013706908
BANNER'S HALLMARK SHOP 15,1000041880,5062047546,12/09/2025,Smartlync Extension,,Debit Memo,OPEN,$387.70,
BANNER'S HALLMARK SHOP 15,1000041880,5061670317,12/08/2025,OMNI-SFS,,Credit Memo,PAID,"$-4,068.74",
BANNER'S HALLMARK SHOP 15,1000041880,5061670324,12/08/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-129.35,
BANNER'S HALLMARK SHOP 15,1000041880,5061670330,12/08/2025,R001904661,,Credit Memo,OPEN,"$-1,035.07",
BANNER'S HALLMARK SHOP 15,1000041880,5061670337,12/08/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-25.02,
BANNER'S HALLMARK SHOP 15,1000041880,5061526109,12/05/2025,,EVERYDAY,Invoice,OPEN,"$6,284.64",4013646211
BANNER'S HALLMARK SHOP 15,1000041880,5061526110,12/05/2025,,EVERYDAY,Invoice,OPEN,"$1,562.50",4013646211
BANNER'S HALLMARK SHOP 15,1000041880,5061526111,12/05/2025,,EVERYDAY,Invoice,OPEN,$25.00,4013646211
BANNER'S HALLMARK SHOP 15,1000041880,5061297382,12/02/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$63.04,
BANNER'S HALLMARK SHOP 15,1000041880,5061185376,12/01/2025,OMNI-SFS,,Credit Memo,OPEN,"$-1,780.10",
BANNER'S HALLMARK SHOP 15,1000041880,5061185384,12/01/2025,R001903536,,Credit Memo,OPEN,$-582.35,
BANNER'S HALLMARK SHOP 15,1000041880,5061185391,12/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-298.23,
BANNER'S HALLMARK SHOP 15,1000041880,5061242272,12/01/2025,,WINTER GRAD,Invoice,OPEN,$49.20,4013646210
BANNER'S HALLMARK SHOP 15,1000041880,5061242273,12/01/2025,,CHRISTMAS THK YOU,Invoice,OPEN,"$6,999.24",4013646210
BANNER'S HALLMARK SHOP 15,1000041880,5061383174,12/01/2025,DEC WINNG FEE,,Debit Memo,OPEN,$296.00,
BANNER'S HALLMARK SHOP 15,1000041880,5061383179,12/01/2025,Dec Smartlync Fee,,Debit Memo,OPEN,$30.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5062631271,12/19/2025,,VALENTINE,Invoice,OPEN,"$12,997.56",4013655028
BANNER'S HALLMARK SHOP 1620,1000030843,5062637566,12/19/2025,MIX MATCH,,Credit Memo,OPEN,$-263.87,
BANNER'S HALLMARK SHOP 1620,1000030843,5062538327,12/18/2025,12/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5062353122,12/16/2025,Relabeling Credit,,Credit Memo,OPEN,"$-1,115.38",
BANNER'S HALLMARK SHOP 1620,1000030843,5062353130,12/16/2025,Hmk Ornament Surcharge,,Debit Memo,OPEN,"$1,284.00",
BANNER'S HALLMARK SHOP 1620,1000030843,5062226314,12/15/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-117.74,
BANNER'S HALLMARK SHOP 1620,1000030843,5062226318,12/15/2025,OMNI-SFS,,Credit Memo,OPEN,"$-6,311.74",
BANNER'S HALLMARK SHOP 1620,1000030843,5062226322,12/15/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-29.25,
BANNER'S HALLMARK SHOP 1620,1000030843,5062226330,12/15/2025,R001905131,,Credit Memo,OPEN,"$-1,334.75",
BANNER'S HALLMARK SHOP 1620,1000030843,5062299630,12/15/2025,,EVERYDAY,Invoice,OPEN,"$1,371.94",4013817141
BANNER'S HALLMARK SHOP 1620,1000030843,5062301795,12/15/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1620,1000030843,5061949502,12/11/2025,,CHRISTMAS,Invoice,OPEN,$565.00,4013807430
BANNER'S HALLMARK SHOP 1620,1000030843,5061950440,12/11/2025,,CHRISTMAS,Invoice,OPEN,$644.50,4013807429
BANNER'S HALLMARK SHOP 1620,1000030843,5061950441,12/11/2025,,VALENTINE,Invoice,OPEN,$360.00,4013808219
BANNER'S HALLMARK SHOP 1620,1000030843,5061951023,12/11/2025,,CHRISTMAS,Invoice,OPEN,$14.00,4013807428
BANNER'S HALLMARK SHOP 1620,1000030843,5061951024,12/11/2025,,CHRISTMAS,Invoice,OPEN,"$1,084.40",4013807431
BANNER'S HALLMARK SHOP 1620,1000030843,5061875514,12/10/2025,,HANUKKAH,Invoice,OPEN,$529.16,4013748570
BANNER'S HALLMARK SHOP 1620,1000030843,5062047248,12/09/2025,Smartlync Extension,,Debit Memo,OPEN,$387.70,
BANNER'S HALLMARK SHOP 1620,1000030843,5061670251,12/08/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-64.40,
BANNER'S HALLMARK SHOP 1620,1000030843,5061670255,12/08/2025,OMNI-SFS,,Credit Memo,PAID,"$-5,846.28",
BANNER'S HALLMARK SHOP 1620,1000030843,5061670260,12/08/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-318.46,
BANNER'S HALLMARK SHOP 1620,1000030843,5061670263,12/08/2025,R001904015,,Credit Memo,OPEN,"$-1,702.16",
BANNER'S HALLMARK SHOP 1620,1000030843,5061524797,12/05/2025,,EVERYDAY,Invoice,OPEN,"$9,152.24",4013646213
BANNER'S HALLMARK SHOP 1620,1000030843,5061524798,12/05/2025,,EVERYDAY,Invoice,OPEN,"$1,687.50",4013646213
BANNER'S HALLMARK SHOP 1620,1000030843,5061524799,12/05/2025,,EVERYDAY,Invoice,OPEN,$37.50,4013646213
BANNER'S HALLMARK SHOP 1620,1000030843,5061528253,12/05/2025,*KOCC,,Debit Memo,OPEN,$99.98,
BANNER'S HALLMARK SHOP 1620,1000030843,5061458638,12/04/2025,,CHRISTMAS,Invoice,OPEN,$75.20,4013706785
BANNER'S HALLMARK SHOP 1620,1000030843,5061386162,12/03/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1620,1000030843,5061297373,12/02/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$73.54,
BANNER'S HALLMARK SHOP 1620,1000030843,5061185439,12/01/2025,OMNI-SFS,,Credit Memo,PAID,"$-5,486.00",
BANNER'S HALLMARK SHOP 1620,1000030843,5061185447,12/01/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-245.88,
BANNER'S HALLMARK SHOP 1620,1000030843,5061185453,12/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-312.15,
BANNER'S HALLMARK SHOP 1620,1000030843,5061185458,12/01/2025,R001902895,,Credit Memo,OPEN,$-966.55,
BANNER'S HALLMARK SHOP 1620,1000030843,5061242282,12/01/2025,,CHRISTMAS THK YOU,Invoice,OPEN,"$12,776.84",4013646212
BANNER'S HALLMARK SHOP 1620,1000030843,5061242283,12/01/2025,,WINTER GRAD,Invoice,OPEN,$65.90,4013646212
BANNER'S HALLMARK SHOP 1620,1000030843,5061382925,12/01/2025,DEC WINNG FEE,,Debit Memo,OPEN,$296.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5061382929,12/01/2025,Dec Smartlync Fee,,Debit Memo,OPEN,$30.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5062637740,12/19/2025,MIX MATCH,,Credit Memo,OPEN,$-284.61,
BANNER'S HALLMARK SHOP 1818,1000114306,5062538569,12/18/2025,12/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5062353399,12/16/2025,Hmk Ornament Surcharge,,Debit Memo,OPEN,"$1,602.00",
BANNER'S HALLMARK SHOP 1818,1000114306,5062359828,12/16/2025,Relabeling Credit,,Credit Memo,OPEN,$-306.15,
BANNER'S HALLMARK SHOP 1818,1000114306,5062359836,12/16/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1818,1000114306,5062227025,12/15/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-130.19,
BANNER'S HALLMARK SHOP 1818,1000114306,5062227030,12/15/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-88.74,
BANNER'S HALLMARK SHOP 1818,1000114306,5062227034,12/15/2025,R001905514,,Credit Memo,OPEN,$-922.52,
BANNER'S HALLMARK SHOP 1818,1000114306,5062227037,12/15/2025,OMNI-SFS,,Credit Memo,OPEN,"$-2,613.30",
BANNER'S HALLMARK SHOP 1818,1000114306,5062299812,12/15/2025,,EVERYDAY,Invoice,OPEN,"$1,371.94",4013817122
BANNER'S HALLMARK SHOP 1818,1000114306,5061950781,12/11/2025,,CHRISTMAS,Invoice,OPEN,$28.00,4013807492
BANNER'S HALLMARK SHOP 1818,1000114306,5061950783,12/11/2025,,CHRISTMAS,Invoice,OPEN,"$2,137.50",4013807493
BANNER'S HALLMARK SHOP 1818,1000114306,5061950784,12/11/2025,,VALENTINE,Invoice,OPEN,$180.00,4013808226
BANNER'S HALLMARK SHOP 1818,1000114306,5061951196,12/11/2025,,CHRISTMAS,Invoice,OPEN,"$1,160.00",4013807494
BANNER'S HALLMARK SHOP 1818,1000114306,5061951198,12/11/2025,,CHRISTMAS,Invoice,OPEN,$817.10,4013807495
BANNER'S HALLMARK SHOP 1818,1000114306,5061796615,12/09/2025,,CHRISTMAS,Invoice,OPEN,$71.80,4013706653
BANNER'S HALLMARK SHOP 1818,1000114306,5061799016,12/09/2025,HMK+ Memberships - OCT 2025,,Credit Memo,OPEN,$-25.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5062048231,12/09/2025,Smartlync Extension,,Debit Memo,OPEN,$387.70,
BANNER'S HALLMARK SHOP 1818,1000114306,5061671290,12/08/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-277.61,
BANNER'S HALLMARK SHOP 1818,1000114306,5061671293,12/08/2025,OMNI-SFS,,Credit Memo,PAID,"$-3,227.54",
BANNER'S HALLMARK SHOP 1818,1000114306,5061671297,12/08/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-11.25,
BANNER'S HALLMARK SHOP 1818,1000114306,5061671301,12/08/2025,R001904403,,Credit Memo,OPEN,"$-1,004.26",
BANNER'S HALLMARK SHOP 1818,1000114306,5061524987,12/05/2025,,EVERYDAY,Invoice,OPEN,"$8,795.31",4013646171
BANNER'S HALLMARK SHOP 1818,1000114306,5061524989,12/05/2025,,EVERYDAY,Invoice,OPEN,"$1,500.00",4013646171
BANNER'S HALLMARK SHOP 1818,1000114306,5061297485,12/02/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$73.54,
BANNER'S HALLMARK SHOP 1818,1000114306,5061185935,12/01/2025,OMNI-SFS,,Credit Memo,OPEN,"$-1,399.18",
BANNER'S HALLMARK SHOP 1818,1000114306,5061185938,12/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-323.04,
BANNER'S HALLMARK SHOP 1818,1000114306,5061185943,12/01/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-31.12,
BANNER'S HALLMARK SHOP 1818,1000114306,5061185946,12/01/2025,R001903280,,Credit Memo,OPEN,$-731.08,
BANNER'S HALLMARK SHOP 1818,1000114306,5061242133,12/01/2025,,NEW YEAR'S DAY,Invoice,OPEN,"$9,413.08",4013646170
BANNER'S HALLMARK SHOP 1818,1000114306,5061242134,12/01/2025,,WINTER GRAD,Invoice,OPEN,$65.90,4013646170
BANNER'S HALLMARK SHOP 1818,1000114306,5061383715,12/01/2025,DEC WINNG FEE,,Debit Memo,OPEN,$296.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5061383719,12/01/2025,Dec Smartlync Fee,,Debit Memo,OPEN,$30.00,
BANNER'S HALLMARK SHOP 1822,1000115859,5062631266,12/19/2025,,VALENTINE,Invoice,OPEN,"$5,984.40",4013655047
BANNER'S HALLMARK SHOP 1822,1000115859,5062637754,12/19/2025,MIX MATCH,,Credit Memo,OPEN,$-142.15,
BANNER'S HALLMARK SHOP 1822,1000115859,5062538765,12/18/2025,12/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1822,1000115859,5062540710,12/18/2025,,VALENTINE,Invoice,OPEN,$969.52,4013655046
BANNER'S HALLMARK SHOP 1822,1000115859,5062470789,12/17/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5062353299,12/16/2025,Hmk Ornament Surcharge,,Debit Memo,OPEN,"$1,988.00",
BANNER'S HALLMARK SHOP 1822,1000115859,5062359890,12/16/2025,Relabeling Credit,,Credit Memo,OPEN,$-304.84,
BANNER'S HALLMARK SHOP 1822,1000115859,5062226875,12/15/2025,OMNI-SFS,,Credit Memo,OPEN,"$-2,713.21",
BANNER'S HALLMARK SHOP 1822,1000115859,5062226882,12/15/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-144.84,
BANNER'S HALLMARK SHOP 1822,1000115859,5062226888,12/15/2025,R001905537,,Credit Memo,OPEN,$-755.89,
BANNER'S HALLMARK SHOP 1822,1000115859,5062299658,12/15/2025,,EVERYDAY,Invoice,OPEN,"$1,371.92",4013817126
BANNER'S HALLMARK SHOP 1822,1000115859,5061949280,12/11/2025,,CHRISTMAS,Invoice,OPEN,$120.00,4013807509
BANNER'S HALLMARK SHOP 1822,1000115859,5061950467,12/11/2025,,CHRISTMAS,Invoice,OPEN,$801.45,4013807510
BANNER'S HALLMARK SHOP 1822,1000115859,5061950468,12/11/2025,,VALENTINE,Invoice,OPEN,$60.00,4013808231
BANNER'S HALLMARK SHOP 1822,1000115859,5061671493,12/08/2025,OMNI-SFS,,Credit Memo,PAID,"$-4,053.75",
BANNER'S HALLMARK SHOP 1822,1000115859,5061671495,12/08/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-42.27,
BANNER'S HALLMARK SHOP 1822,1000115859,5061671496,12/08/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-27.87,
BANNER'S HALLMARK SHOP 1822,1000115859,5061671498,12/08/2025,R001904426,,Credit Memo,OPEN,$-875.01,
BANNER'S HALLMARK SHOP 1822,1000115859,5061526546,12/05/2025,,EVERYDAY,Invoice,OPEN,"$5,722.98",4013646189
BANNER'S HALLMARK SHOP 1822,1000115859,5061526547,12/05/2025,,EVERYDAY,Invoice,OPEN,"$1,412.50",4013646189
BANNER'S HALLMARK SHOP 1822,1000115859,5061526548,12/05/2025,,EVERYDAY,Invoice,OPEN,$12.50,4013646189
BANNER'S HALLMARK SHOP 1822,1000115859,5061527027,12/05/2025,,CHRISTMAS,Invoice,OPEN,$314.16,4013707245
BANNER'S HALLMARK SHOP 1822,1000115859,5061386198,12/03/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5061297530,12/02/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$97.72,
BANNER'S HALLMARK SHOP 1822,1000115859,5061186302,12/01/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-22.50,
BANNER'S HALLMARK SHOP 1822,1000115859,5061186305,12/01/2025,OMNI-SFS,,Credit Memo,OPEN,"$-2,268.14",
BANNER'S HALLMARK SHOP 1822,1000115859,5061186309,12/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-301.63,
BANNER'S HALLMARK SHOP 1822,1000115859,5061186312,12/01/2025,R001903303,,Credit Memo,OPEN,$-531.72,
BANNER'S HALLMARK SHOP 1822,1000115859,5061242149,12/01/2025,,NEW YEAR'S DAY,Invoice,OPEN,"$5,987.28",4013646188
BANNER'S HALLMARK SHOP 1822,1000115859,5061242150,12/01/2025,,WINTER GRAD,Invoice,OPEN,$55.30,4013646188
BANNER'S HALLMARK SHOP 1822,1000115859,5061383848,12/01/2025,Dec Smartlync Fee,,Debit Memo,OPEN,$30.00,
BANNER'S HALLMARK SHOP 1825,1000115805,5062633301,12/19/2025,,VALENTINE,Invoice,OPEN,"$7,763.70",4013655045
BANNER'S HALLMARK SHOP 1825,1000115805,5062637831,12/19/2025,MIX MATCH,,Credit Memo,OPEN,$-312.79,
BANNER'S HALLMARK SHOP 1825,1000115805,5062538790,12/18/2025,12/2025 GC FEE,,Debit Memo,OPEN,$475.00,
