Store Name,Order #,Order Creation Date,Season Description,Order Status,PO #,Source System ID,Order Total,Requested Delivery Date,Actual Ship Date
BANNER'S  HALLMARK SHOP 61,3069096931,09/02/2025,CHRISTMAS,SHIPPED,,GP SP1,"$5,188.12",09/11/2025,10/03/2025
BANNER'S  HALLMARK SHOP 61,3069092858,09/02/2025,EVERYDAY,SHIPPED,,GP SP1,$112.98,09/11/2025,09/30/2025
BANNER'S  HALLMARK SHOP 61,3069089966,09/02/2025,,OPEN,Sept Smartlync Fee,,$30.00,09/02/2025,
BANNER'S  HALLMARK SHOP 61,3069035934,09/02/2025,,OPEN,SEPT WINNG FEE,,$296.00,09/01/2025,
BANNER'S  HALLMARK SHOP 61,3068994145,09/02/2025,,OPEN,,,$1.50,09/01/2025,
BANNER'S  HALLMARK SHOP 61,3068929862,09/01/2025,,OPEN,,,$2.50,09/01/2025,
BANNER'S  HALLMARK SHOP 61,3068923675,09/01/2025,,OPEN,R001888572,,$199.00,09/01/2025,
BANNER'S  HALLMARK SHOP 61,3068922573,09/01/2025,,OPEN,OMNI-SFS,,$21.73,09/01/2025,
BANNER'S HALLMARK SHOP 1403,3071104655,09/30/2025,EVERYDAY,OPEN,,LP.0930.1150,$0.00,10/09/2025,
BANNER'S HALLMARK SHOP 1403,3071005164,09/29/2025,,OPEN,Damage Defective,,$23.25,09/29/2025,
BANNER'S HALLMARK SHOP 1403,3071000724,09/29/2025,,OPEN,OMNI-PEANUTS20-STR,,$0.77,09/29/2025,
BANNER'S HALLMARK SHOP 1403,3071000068,09/29/2025,CHRISTMAS,SHIPPED,,CJ.929.KSPD5,$143.00,10/08/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3070998910,09/29/2025,,OPEN,OMNI-PEANUTS20-GFT,,$18.09,09/29/2025,
BANNER'S HALLMARK SHOP 1403,3070998243,09/29/2025,THANKSGIVING,SHIPPED,,1626180368,$386.00,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070998212,09/29/2025,NEW YEAR'S DAY,SHIPPED,,1739387550,$35.30,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 1403,3070998180,09/29/2025,CHRISTMAS THK YOU,SHIPPED,,1739073046,$34.00,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 1403,3070998101,09/29/2025,BOSS'S DAY,SHIPPED,,1626509787,$23.90,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070998073,09/29/2025,JEWISH NEW YEAR,SHIPPED,,1627183319,$16.60,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070998051,09/29/2025,SWEETEST DAY,SHIPPED,,1627635935,$38.30,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070997994,09/29/2025,WINTER GRAD,SHIPPED,,1739859904,$38.70,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 1403,3070997989,09/29/2025,HLWN EID(RAMADN),SHIPPED,,1626355255,$355.20,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070997978,09/29/2025,CHRISTMAS,SHIPPED,,1739855389,"$7,864.40",11/21/2025,12/16/2025
BANNER'S HALLMARK SHOP 1403,3070997852,09/29/2025,NEW YEAR'S DAY,SHIPPED,,1739846996,$33.00,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 1403,3070997811,09/29/2025,WINTER GRAD,SHIPPED,,3067797287,$31.90,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 1403,3070997699,09/29/2025,CHRISTMAS,SHIPPED,,1739253010,$473.70,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 1403,3070997657,09/29/2025,HANUKKAH,SHIPPED,,1740120011,$138.80,11/21/2025,12/04/2025
BANNER'S HALLMARK SHOP 1403,3070996891,09/29/2025,,OPEN,R001892646,,$195.92,09/29/2025,
BANNER'S HALLMARK SHOP 1403,3070996360,09/29/2025,,OPEN,OMNI-SFS,,$9.74,09/29/2025,
BANNER'S HALLMARK SHOP 1403,3070995546,09/29/2025,,OPEN,OMNI-RESHIP,,$21.75,09/29/2025,
BANNER'S HALLMARK SHOP 1403,3070795647,09/26/2025,EVERYDAY,SHIPPED,,LP.0926.1135,$0.00,10/07/2025,10/13/2025
BANNER'S HALLMARK SHOP 1403,3070794557,09/26/2025,CHRISTMAS,SHIPPED,,LP.0925.438,$688.50,10/07/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070792954,09/26/2025,EVERYDAY,SHIPPED,,1879570297,"$7,218.60",10/06/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3070677209,09/24/2025,CHRISTMAS,SHIPPED,,LP.0924.0850,$214.94,10/03/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070574675,09/24/2025,,OPEN,RTLR CUSTOMIZED MKTG,,$102.00,09/23/2025,
BANNER'S HALLMARK SHOP 1403,3070572695,09/23/2025,CHRISTMAS,SHIPPED,,LP.0923.230,$391.98,10/02/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070572394,09/23/2025,CHRISTMAS,SHIPPED,,LP.0923.350,$34.00,10/02/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070568683,09/23/2025,VALENTINE,SHIPPED,,AAGC1015275,$418.96,12/18/2025,12/18/2025
BANNER'S HALLMARK SHOP 1403,3070502413,09/22/2025,,OPEN,DEBUT INVITE CRD - 5056131198,,$102.68,09/22/2025,
BANNER'S HALLMARK SHOP 1403,3070502412,09/22/2025,,OPEN,DEBUT INVITE CRD - 5055943051,,$102.68,09/22/2025,
BANNER'S HALLMARK SHOP 1403,3070502411,09/22/2025,,OPEN,DEBUT INVITE CRD - 5055874401,,$102.68,09/22/2025,
BANNER'S HALLMARK SHOP 1403,3070501361,09/22/2025,CHRISTMAS,SHIPPED,,CJ.922.KSPD4,"$1,710.00",10/01/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3070429013,09/22/2025,,OPEN,R001891546,,$102.04,09/22/2025,
BANNER'S HALLMARK SHOP 1403,3070428968,09/22/2025,,OPEN,OMNI-SFS,,$20.23,09/22/2025,
BANNER'S HALLMARK SHOP 1403,3070306300,09/20/2025,,OPEN,MIX MATCH,,$26.50,09/19/2025,
BANNER'S HALLMARK SHOP 1403,3070305441,09/19/2025,,OPEN,DAMAGES,,$2.60,09/19/2025,
BANNER'S HALLMARK SHOP 1403,3070305071,09/19/2025,,OPEN,DAMAGES,,$5.70,09/19/2025,
BANNER'S HALLMARK SHOP 1403,3070220209,09/18/2025,,OPEN,09/2025 GC FEE,,$475.00,09/18/2025,
BANNER'S HALLMARK SHOP 1403,3070158700,09/17/2025,CHRISTMAS,SHIPPED,,LP.0917.330,"$3,219.68",09/26/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070157325,09/17/2025,EVERYDAY,SHIPPED,,LP.0917.330,$79.20,09/26/2025,09/30/2025
BANNER'S HALLMARK SHOP 1403,3070156063,09/17/2025,CHRISTMAS,SHIPPED,,CJ.916.KSPD3,"$1,154.70",09/26/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3070155323,09/17/2025,CHRISTMAS,OPEN,,LP.0916.405,$0.00,09/26/2025,
BANNER'S HALLMARK SHOP 1403,3070063936,09/16/2025,EVERYDAY,OPEN,,LP.0916.0345,$0.00,09/25/2025,
BANNER'S HALLMARK SHOP 1403,3069996872,09/16/2025,,OPEN,RTLR CUSTOMIZED MKTG,,$102.68,09/15/2025,
BANNER'S HALLMARK SHOP 1403,3069995857,09/15/2025,,OPEN,damage defect,,$12.15,09/15/2025,
BANNER'S HALLMARK SHOP 1403,3069936121,09/15/2025,,OPEN,R001890445,,$176.62,09/15/2025,
BANNER'S HALLMARK SHOP 1403,3069936091,09/15/2025,,OPEN,OMNI-SFS,,$55.46,09/15/2025,
BANNER'S HALLMARK SHOP 1403,3069936084,09/15/2025,,OPEN,OMNI-BOPIS,,$14.70,09/15/2025,
BANNER'S HALLMARK SHOP 1403,3069819319,09/13/2025,,OPEN,RTLR CUSTOMIZED MKTG,,$102.68,09/12/2025,
BANNER'S HALLMARK SHOP 1403,3069756804,09/12/2025,,OPEN,RTLR CUSTOMIZED MKTG,,$102.68,09/11/2025,
BANNER'S HALLMARK SHOP 1403,3069697570,09/11/2025,,OPEN,RTLR CUSTOMIZED MKTG,,$102.68,09/10/2025,
BANNER'S HALLMARK SHOP 1403,3069696352,09/10/2025,EVERYDAY,SHIPPED,,LP.0910.125,$169.00,09/19/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3069695842,09/10/2025,CHRISTMAS,SHIPPED,,LP.0910.155,$733.76,09/19/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3069693033,09/10/2025,,OPEN,BDAY CRD CREDIT - 5054993270,,$102.00,09/10/2025,
BANNER'S HALLMARK SHOP 1403,3069693031,09/10/2025,,OPEN,BDAY CRD CREDIT - 5054932984,,$102.00,09/10/2025,
BANNER'S HALLMARK SHOP 1403,3069693029,09/10/2025,,OPEN,BDAY CRD CREDIT - 5054838816,,$102.00,09/10/2025,
BANNER'S HALLMARK SHOP 1403,3069604046,09/09/2025,EVERYDAY,SHIPPED,,LP.0909.300,$0.00,09/18/2025,10/13/2025
BANNER'S HALLMARK SHOP 1403,3069600854,09/09/2025,CHRISTMAS,SHIPPED,,CJ.909.KSPD2,"$4,210.03",09/18/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3069600721,09/09/2025,HLWN EID(RAMADN),SHIPPED,,CJ.909.KSPD2,$64.00,09/18/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3069531470,09/08/2025,EVERYDAY,SHIPPED,,LP.0908.1200,$566.20,09/17/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3069530555,09/08/2025,CHRISTMAS,SHIPPED,,LP.0908.1200,"$3,330.24",09/17/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3069475702,09/08/2025,,OPEN,R001889352,,$161.54,09/08/2025,
BANNER'S HALLMARK SHOP 1403,3069475607,09/08/2025,,OPEN,OMNI-BOPIS,,$3.98,09/08/2025,
BANNER'S HALLMARK SHOP 1403,3069475596,09/08/2025,,OPEN,OMNI-SFS,,$182.92,09/08/2025,
BANNER'S HALLMARK SHOP 1403,3069356312,09/05/2025,CHRISTMAS,SHIPPED,TECHNO SP 5,LP.0904.430,$630.00,09/16/2025,09/30/2025
BANNER'S HALLMARK SHOP 1403,3069288998,09/04/2025,VALENTINE,SHIPPED,,AAGC851372,$92.31,12/18/2025,12/18/2025
BANNER'S HALLMARK SHOP 1403,3069286931,09/04/2025,EVERYDAY,SHIPPED,0006065805,GP Corrugate,$78.99,09/15/2025,09/29/2025
BANNER'S HALLMARK SHOP 1403,3069226278,09/03/2025,CHRISTMAS,SHIPPED,,LP.0903.354,$757.18,09/12/2025,10/01/2025
BANNER'S HALLMARK SHOP 1403,3069218564,09/03/2025,CHRISTMAS,SHIPPED,,CJ.903.KSQ3B,$78.00,09/12/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3069096328,09/02/2025,HANUKKAH,SHIPPED,,GP SP1,$70.00,09/11/2025,10/02/2025
BANNER'S HALLMARK SHOP 1403,3069096314,09/02/2025,CHRISTMAS,SHIPPED,,GP SP1,"$4,911.62",09/11/2025,10/31/2025
BANNER'S HALLMARK SHOP 1403,3069093484,09/02/2025,,OPEN,damage defective,,$12.75,09/02/2025,
BANNER'S HALLMARK SHOP 1403,3069091498,09/02/2025,EVERYDAY,SHIPPED,,GP SP1,$73.46,09/11/2025,10/14/2025
BANNER'S HALLMARK SHOP 1403,3069089981,09/02/2025,,OPEN,Sept Smartlync Fee,,$30.00,09/02/2025,
BANNER'S HALLMARK SHOP 1403,3068929838,09/01/2025,,OPEN,,,$1.25,09/01/2025,
BANNER'S HALLMARK SHOP 1403,3068921737,09/01/2025,,OPEN,R001888247,,$157.04,09/01/2025,
BANNER'S HALLMARK SHOP 1403,3068921632,09/01/2025,,OPEN,OMNI-SFS,,$45.73,09/01/2025,
BANNER'S HALLMARK SHOP 15,3071105043,09/30/2025,EVERYDAY,OPEN,,LP.0930.1150,$0.00,10/08/2025,
BANNER'S HALLMARK SHOP 15,3071103949,09/30/2025,CHRISTMAS,OPEN,,3070154732,$252.20,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071103948,09/30/2025,HANUKKAH,OPEN,,3070154726,$6.00,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071103941,09/30/2025,HLWN EID(RAMADN),OPEN,,3067066789,$0.00,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071097650,09/30/2025,HLWN EID(RAMADN),OPEN,,1626756851,$0.00,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071096294,09/30/2025,CHRISTMAS,OPEN,,1739667107,$42.00,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071092704,09/30/2025,HLWN EID(RAMADN),OPEN,,1626196621,$0.00,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071090550,09/30/2025,THANKSGIVING,OPEN,,1627757557,$0.00,10/06/2025,
BANNER'S HALLMARK SHOP 15,3071012608,09/30/2025,,OPEN,,,$1.65,09/29/2025,
BANNER'S HALLMARK SHOP 15,3071005752,09/29/2025,EVERYDAY,SHIPPED,,LP.0929.335,$779.74,10/07/2025,10/03/2025
BANNER'S HALLMARK SHOP 15,3071000208,09/29/2025,CHRISTMAS,SHIPPED,,CJ.929.KSPD5,$143.00,10/07/2025,10/02/2025
BANNER'S HALLMARK SHOP 15,3070998138,09/29/2025,NEW YEAR'S DAY,SHIPPED,,1739921675,$85.00,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 15,3070998137,09/29/2025,SWEETEST DAY,SHIPPED,,1626151370,$38.30,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 15,3070998132,09/29/2025,CHRISTMAS THK YOU,SHIPPED,,1740449398,$9.00,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 15,3070998010,09/29/2025,THANKSGIVING,SHIPPED,,1626357262,$398.00,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 15,3070997977,09/29/2025,CHRISTMAS,OPEN,,3070154732,$18.60,11/21/2025,
BANNER'S HALLMARK SHOP 15,3070997971,09/29/2025,HLWN EID(RAMADN),SHIPPED,,1626756851,$256.00,10/06/2025,10/16/2025
BANNER'S HALLMARK SHOP 15,3070997897,09/29/2025,WINTER GRAD,SHIPPED,,1739358347,$32.00,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 15,3070997896,09/29/2025,HANUKKAH,SHIPPED,,1739358027,$127.20,11/21/2025,12/11/2025
BANNER'S HALLMARK SHOP 15,3070997828,09/29/2025,HANUKKAH,SHIPPED,,1739328693,$129.80,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 15,3070997818,09/29/2025,CHRISTMAS,SHIPPED,,1739667107,"$9,119.40",11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 15,3070997786,09/29/2025,HLWN EID(RAMADN),SHIPPED,,1626196621,$61.10,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 15,3070997778,09/29/2025,JEWISH NEW YEAR,SHIPPED,,1626649841,$16.60,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 15,3070997761,09/29/2025,WINTER GRAD,SHIPPED,,3067793006,$42.10,11/21/2025,12/01/2025
BANNER'S HALLMARK SHOP 15,3070997677,09/29/2025,BOSS'S DAY,SHIPPED,,1625933346,$23.90,10/06/2025,10/01/2025
BANNER'S HALLMARK SHOP 15,3070996391,09/29/2025,,OPEN,OMNI-SFS,,$20.37,09/29/2025,
BANNER'S HALLMARK SHOP 15,3070995452,09/29/2025,,OPEN,R001893509,,$117.27,09/29/2025,
BANNER'S HALLMARK SHOP 15,3070796066,09/26/2025,EVERYDAY,,,LP.0926.1135,$0.00,10/06/2025,10/10/2025
BANNER'S HALLMARK SHOP 15,3070794586,09/26/2025,CHRISTMAS,SHIPPED,,LP.0925.438,$364.50,10/06/2025,10/10/2025
BANNER'S HALLMARK SHOP 15,3070792076,09/26/2025,EVERYDAY,SHIPPED,,1879006057,"$6,581.56",10/03/2025,10/10/2025
BANNER'S HALLMARK SHOP 15,3070677830,09/24/2025,CHRISTMAS,SHIPPED,,LP.0924.0850,$136.78,10/02/2025,10/07/2025
BANNER'S HALLMARK SHOP 15,3070574608,09/24/2025,,OPEN,RTLR CUSTOMIZED MKTG,,$61.20,09/23/2025,
BANNER'S HALLMARK SHOP 15,3070573511,09/23/2025,CHRISTMAS,SHIPPED,,LP.0923.350,$34.00,10/01/2025,10/07/2025
BANNER'S HALLMARK SHOP 15,3070571275,09/23/2025,CHRISTMAS,SHIPPED,,LP.0923.230,$432.48,10/01/2025,10/07/2025
BANNER'S HALLMARK SHOP 15,3070568378,09/23/2025,VALENTINE,SHIPPED,,AAGC1019700,$418.96,12/18/2025,12/22/2025
BANNER'S HALLMARK SHOP 15,3070503878,09/22/2025,,OPEN,DEBUT INVITE CRD - 5056131517,,$57.12,09/22/2025,
BANNER'S HALLMARK SHOP 15,3070503877,09/22/2025,,OPEN,DEBUT INVITE CRD - 5055943362,,$57.12,09/22/2025,
BANNER'S HALLMARK SHOP 15,3070503876,09/22/2025,,OPEN,DEBUT INVITE CRD - 5055876287,,$57.12,09/22/2025,
BANNER'S HALLMARK SHOP 15,3070500888,09/22/2025,CHRISTMAS,SHIPPED,,CJ.922.KSPD4,"$1,648.00",09/30/2025,10/07/2025
BANNER'S HALLMARK SHOP 15,3070430834,09/22/2025,,OPEN,R001892404,,$89.66,09/22/2025,
BANNER'S HALLMARK SHOP 15,3070430821,09/22/2025,,OPEN,OMNI-SFS,,$95.20,09/22/2025,
BANNER'S HALLMARK SHOP 15,3070306903,09/20/2025,,OPEN,MIX MATCH,,$17.80,09/19/2025,
