Store Name,Customer #,Billing Document #,Billing Document Date,PO #,Season Description,Billing Document Type,Billing Document Status,Total,Delivery #
BANNER'S  HALLMARK SHOP 61,1000055874,5059524506,11/05/2025,,CHRISTMAS,Invoice,OPEN,$9.60,4013331095
BANNER'S  HALLMARK SHOP 61,1000055874,5059321338,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-51.94,
BANNER'S  HALLMARK SHOP 61,1000055874,5059321340,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,"$-2,186.45",
BANNER'S  HALLMARK SHOP 61,1000055874,5059321343,11/03/2025,R001898532,,Credit Memo,OPEN,$-472.73,
BANNER'S  HALLMARK SHOP 61,1000055874,5059427675,11/03/2025,NOV WINNG FEE,,Debit Memo,PAID,$296.00,
BANNER'S  HALLMARK SHOP 61,1000055874,5059427676,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1403,1000004735,5060961209,11/26/2025,Damage Defects,,Credit Memo,OPEN,$-4.97,
BANNER'S HALLMARK SHOP 1403,1000004735,5060750205,11/24/2025,R001901550,,Credit Memo,OPEN,$-427.23,
BANNER'S HALLMARK SHOP 1403,1000004735,5060750211,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,$-957.64,
BANNER'S HALLMARK SHOP 1403,1000004735,5060750215,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-38.44,
BANNER'S HALLMARK SHOP 1403,1000004735,5060816302,11/24/2025,damage defect,,Credit Memo,OPEN,$-11.66,
BANNER'S HALLMARK SHOP 1403,1000004735,5060618742,11/21/2025,MIX MATCH,,Credit Memo,OPEN,$-539.76,
BANNER'S HALLMARK SHOP 1403,1000004735,5060618749,11/21/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5060548666,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1403,1000004735,5060233388,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,$-514.55,
BANNER'S HALLMARK SHOP 1403,1000004735,5060233391,11/17/2025,R001900430,,Credit Memo,OPEN,$-504.46,
BANNER'S HALLMARK SHOP 1403,1000004735,5060296343,11/17/2025,,CHRISTMAS,Invoice,OPEN,$11.24,4013396700
BANNER'S HALLMARK SHOP 1403,1000004735,5060298817,11/17/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5060298818,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,"$1,925.40",
BANNER'S HALLMARK SHOP 1403,1000004735,5060141140,11/14/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5059986684,11/12/2025,damage defect,,Credit Memo,OPEN,$-9.00,
BANNER'S HALLMARK SHOP 1403,1000004735,5059802213,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-225.63,
BANNER'S HALLMARK SHOP 1403,1000004735,5059802217,11/10/2025,R001899309,,Credit Memo,OPEN,$-489.28,
BANNER'S HALLMARK SHOP 1403,1000004735,5059596425,11/06/2025,*KOCC,,Debit Memo,PAID,$49.99,
BANNER'S HALLMARK SHOP 1403,1000004735,5059587492,11/05/2025,,CHRISTMAS,Invoice,OPEN,$26.20,4013347860
BANNER'S HALLMARK SHOP 1403,1000004735,5059319032,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-23.88,
BANNER'S HALLMARK SHOP 1403,1000004735,5059319037,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-828.19,
BANNER'S HALLMARK SHOP 1403,1000004735,5059319039,11/03/2025,R001898206,,Credit Memo,OPEN,$-239.77,
BANNER'S HALLMARK SHOP 1403,1000004735,5059427872,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 15,1000041880,5060752178,11/24/2025,R001902426,,Credit Memo,OPEN,$-518.76,
BANNER'S HALLMARK SHOP 15,1000041880,5060752183,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-77.56,
BANNER'S HALLMARK SHOP 15,1000041880,5060752190,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,"$-1,306.42",
BANNER'S HALLMARK SHOP 15,1000041880,5060619308,11/21/2025,MIX MATCH,,Credit Memo,OPEN,$-486.47,
BANNER'S HALLMARK SHOP 15,1000041880,5060548195,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 15,1000041880,5060235200,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,"$-1,596.54",
BANNER'S HALLMARK SHOP 15,1000041880,5060235205,11/17/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-162.06,
BANNER'S HALLMARK SHOP 15,1000041880,5060235212,11/17/2025,R001901311,,Credit Memo,OPEN,$-454.60,
BANNER'S HALLMARK SHOP 15,1000041880,5060299079,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,"$1,050.60",
BANNER'S HALLMARK SHOP 15,1000041880,5060364205,11/17/2025,,CHRISTMAS,Invoice,OPEN,$11.24,4013396716
BANNER'S HALLMARK SHOP 15,1000041880,5059804274,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-198.34,
BANNER'S HALLMARK SHOP 15,1000041880,5059804278,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-2.87,
BANNER'S HALLMARK SHOP 15,1000041880,5059804282,11/10/2025,R001900189,,Credit Memo,OPEN,$-416.17,
BANNER'S HALLMARK SHOP 15,1000041880,5059431109,11/04/2025,,CHRISTMAS,Invoice,OPEN,$7.00,4013331062
BANNER'S HALLMARK SHOP 15,1000041880,5059431808,11/04/2025,,CHRISTMAS,Invoice,OPEN,$55.76,4013331061
BANNER'S HALLMARK SHOP 15,1000041880,5059320694,11/03/2025,R001899069,,Credit Memo,OPEN,$-207.76,
BANNER'S HALLMARK SHOP 15,1000041880,5059320699,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-22.85,
BANNER'S HALLMARK SHOP 15,1000041880,5059320704,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-219.69,
BANNER'S HALLMARK SHOP 15,1000041880,5059427477,11/03/2025,NOV WINNG FEE,,Debit Memo,PAID,$296.00,
BANNER'S HALLMARK SHOP 15,1000041880,5059427482,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5060752003,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-127.45,
BANNER'S HALLMARK SHOP 1620,1000030843,5060752010,11/24/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-58.50,
BANNER'S HALLMARK SHOP 1620,1000030843,5060752016,11/24/2025,OMNI-SFS,,Credit Memo,PAID,"$-7,313.88",
BANNER'S HALLMARK SHOP 1620,1000030843,5060752019,11/24/2025,R001901782,,Credit Memo,OPEN,$-977.23,
BANNER'S HALLMARK SHOP 1620,1000030843,5060619246,11/21/2025,MIX MATCH,,Credit Memo,OPEN,$-953.83,
BANNER'S HALLMARK SHOP 1620,1000030843,5060548174,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5060371841,11/18/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1620,1000030843,5060235032,11/17/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-66.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5060235037,11/17/2025,R001900665,,Credit Memo,OPEN,"$-1,014.72",
BANNER'S HALLMARK SHOP 1620,1000030843,5060235045,11/17/2025,OMNI-SFS,,Credit Memo,PAID,"$-10,808.62",
BANNER'S HALLMARK SHOP 1620,1000030843,5060235052,11/17/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-111.54,
BANNER'S HALLMARK SHOP 1620,1000030843,5060299082,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,"$2,468.21",
BANNER'S HALLMARK SHOP 1620,1000030843,5059986800,11/12/2025,*KOCC,,Debit Memo,PAID,$349.93,
BANNER'S HALLMARK SHOP 1620,1000030843,5059803796,11/10/2025,R001899541,,Credit Memo,OPEN,"$-1,137.28",
BANNER'S HALLMARK SHOP 1620,1000030843,5059803803,11/10/2025,OMNI-SFS,,Credit Memo,PAID,"$-8,699.79",
BANNER'S HALLMARK SHOP 1620,1000030843,5059803809,11/10/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-124.50,
BANNER'S HALLMARK SHOP 1620,1000030843,5059803813,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-281.88,
BANNER'S HALLMARK SHOP 1620,1000030843,5059524419,11/05/2025,,CHRISTMAS,Invoice,OPEN,$35.20,4013331113
BANNER'S HALLMARK SHOP 1620,1000030843,5059587240,11/05/2025,,HANUKKAH,Invoice,OPEN,$18.00,4013348095
BANNER'S HALLMARK SHOP 1620,1000030843,5059320726,11/03/2025,OMNI-SFS,,Credit Memo,PAID,"$-4,715.93",
BANNER'S HALLMARK SHOP 1620,1000030843,5059320731,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-62.40,
BANNER'S HALLMARK SHOP 1620,1000030843,5059320738,11/03/2025,R001898436,,Credit Memo,OPEN,$-543.56,
BANNER'S HALLMARK SHOP 1620,1000030843,5059320748,11/03/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-84.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5059369626,11/03/2025,,CHRISTMAS,Invoice,OPEN,$72.80,4013270216
BANNER'S HALLMARK SHOP 1620,1000030843,5059427314,11/03/2025,NOV WINNG FEE,,Debit Memo,PAID,$296.00,
BANNER'S HALLMARK SHOP 1620,1000030843,5059427319,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5060866330,11/25/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1818,1000114306,5060752865,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,"$-1,344.84",
BANNER'S HALLMARK SHOP 1818,1000114306,5060752869,11/24/2025,R001902168,,Credit Memo,OPEN,$-557.73,
BANNER'S HALLMARK SHOP 1818,1000114306,5060752875,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-65.94,
BANNER'S HALLMARK SHOP 1818,1000114306,5060752879,11/24/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-11.25,
BANNER'S HALLMARK SHOP 1818,1000114306,5060619619,11/21/2025,MIX MATCH,,Credit Memo,OPEN,"$-1,004.74",
BANNER'S HALLMARK SHOP 1818,1000114306,5060548492,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5060235881,11/17/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-11.25,
BANNER'S HALLMARK SHOP 1818,1000114306,5060235884,11/17/2025,R001901054,,Credit Memo,OPEN,$-664.10,
BANNER'S HALLMARK SHOP 1818,1000114306,5060235888,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,$-283.62,
BANNER'S HALLMARK SHOP 1818,1000114306,5060296971,11/17/2025,,CHRISTMAS,Invoice,OPEN,$25.18,4013396715
BANNER'S HALLMARK SHOP 1818,1000114306,5060299194,11/17/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1818,1000114306,5060299196,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,"$1,531.77",
BANNER'S HALLMARK SHOP 1818,1000114306,5060141279,11/14/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1818,1000114306,5059986797,11/12/2025,*KOCC,,Debit Memo,PAID,$99.98,
BANNER'S HALLMARK SHOP 1818,1000114306,5059804331,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-324.72,
BANNER'S HALLMARK SHOP 1818,1000114306,5059804335,11/10/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-25.49,
BANNER'S HALLMARK SHOP 1818,1000114306,5059804340,11/10/2025,R001899932,,Credit Memo,OPEN,$-659.01,
BANNER'S HALLMARK SHOP 1818,1000114306,5059804345,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-11.15,
BANNER'S HALLMARK SHOP 1818,1000114306,5059852277,11/10/2025,*KOCC,,Debit Memo,PAID,$99.98,
BANNER'S HALLMARK SHOP 1818,1000114306,5059665340,11/07/2025,*KOCC,,Debit Memo,PAID,$49.99,
BANNER'S HALLMARK SHOP 1818,1000114306,5059524180,11/05/2025,,CHRISTMAS,Invoice,OPEN,$14.00,4013347992
BANNER'S HALLMARK SHOP 1818,1000114306,5059432065,11/04/2025,,CHRISTMAS,Invoice,OPEN,$55.76,4013331060
BANNER'S HALLMARK SHOP 1818,1000114306,5059321650,11/03/2025,R001898816,,Credit Memo,OPEN,$-391.42,
BANNER'S HALLMARK SHOP 1818,1000114306,5059321653,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-67.56,
BANNER'S HALLMARK SHOP 1818,1000114306,5059321656,11/03/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-11.25,
BANNER'S HALLMARK SHOP 1818,1000114306,5059321658,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-837.29,
BANNER'S HALLMARK SHOP 1818,1000114306,5059372557,11/03/2025,,CHRISTMAS,Invoice,OPEN,$77.60,4013270179
BANNER'S HALLMARK SHOP 1818,1000114306,5059428040,11/03/2025,NOV WINNG FEE,,Debit Memo,PAID,$296.00,
BANNER'S HALLMARK SHOP 1818,1000114306,5059428044,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1822,1000115859,5060752630,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,$-959.84,
BANNER'S HALLMARK SHOP 1822,1000115859,5060752634,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-81.78,
BANNER'S HALLMARK SHOP 1822,1000115859,5060752639,11/24/2025,R001902191,,Credit Memo,OPEN,$-485.78,
BANNER'S HALLMARK SHOP 1822,1000115859,5060817180,11/24/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5060619494,11/21/2025,MIX MATCH,,Credit Memo,OPEN,$-952.35,
BANNER'S HALLMARK SHOP 1822,1000115859,5060548638,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1822,1000115859,5060472470,11/19/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5060235873,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,$-927.37,
BANNER'S HALLMARK SHOP 1822,1000115859,5060235876,11/17/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-3.67,
BANNER'S HALLMARK SHOP 1822,1000115859,5060235880,11/17/2025,R001901077,,Credit Memo,OPEN,$-518.02,
BANNER'S HALLMARK SHOP 1822,1000115859,5060299180,11/17/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5060299183,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,"$1,337.41",
BANNER'S HALLMARK SHOP 1822,1000115859,5059986851,11/12/2025,*KOCC,,Debit Memo,PAID,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5059804593,11/10/2025,R001899955,,Credit Memo,OPEN,$-566.30,
BANNER'S HALLMARK SHOP 1822,1000115859,5059804598,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-283.04,
BANNER'S HALLMARK SHOP 1822,1000115859,5059804604,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-23.65,
BANNER'S HALLMARK SHOP 1822,1000115859,5059852292,11/10/2025,*KOCC,,Debit Memo,PAID,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5059665341,11/07/2025,*KOCC,,Debit Memo,PAID,$49.99,
BANNER'S HALLMARK SHOP 1822,1000115859,5059524774,11/05/2025,,CHRISTMAS,Invoice,OPEN,$7.00,4013348113
BANNER'S HALLMARK SHOP 1822,1000115859,5059321524,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-999.17,
BANNER'S HALLMARK SHOP 1822,1000115859,5059321529,11/03/2025,R001898839,,Credit Memo,OPEN,$-266.92,
BANNER'S HALLMARK SHOP 1822,1000115859,5059321533,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-36.71,
BANNER'S HALLMARK SHOP 1822,1000115859,5059321536,11/03/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-26.25,
BANNER'S HALLMARK SHOP 1822,1000115859,5059371701,11/03/2025,,CHRISTMAS,Invoice,OPEN,$9.60,4013270192
BANNER'S HALLMARK SHOP 1822,1000115859,5059428017,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1825,1000115805,5060961324,11/26/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1825,1000115805,5060752881,11/24/2025,R001902187,,Credit Memo,OPEN,$-520.72,
BANNER'S HALLMARK SHOP 1825,1000115805,5060752886,11/24/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-34.87,
BANNER'S HALLMARK SHOP 1825,1000115805,5060752889,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,$-635.95,
BANNER'S HALLMARK SHOP 1825,1000115805,5060752892,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-35.97,
BANNER'S HALLMARK SHOP 1825,1000115805,5060619613,11/21/2025,MIX MATCH,,Credit Memo,OPEN,"$-1,520.75",
BANNER'S HALLMARK SHOP 1825,1000115805,5060548703,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1825,1000115805,5060371870,11/18/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1825,1000115805,5060235612,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,$-406.56,
BANNER'S HALLMARK SHOP 1825,1000115805,5060235619,11/17/2025,R001901073,,Credit Memo,OPEN,$-517.15,
BANNER'S HALLMARK SHOP 1825,1000115805,5060299187,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,"$1,150.34",
BANNER'S HALLMARK SHOP 1825,1000115805,5060141278,11/14/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1825,1000115805,5060055216,11/13/2025,*KOCC,,Debit Memo,OPEN,$149.97,
BANNER'S HALLMARK SHOP 1825,1000115805,5059986853,11/12/2025,*KOCC,,Debit Memo,PAID,$149.97,
BANNER'S HALLMARK SHOP 1825,1000115805,5059804756,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-85.14,
BANNER'S HALLMARK SHOP 1825,1000115805,5059804759,11/10/2025,R001899951,,Credit Memo,OPEN,$-491.86,
BANNER'S HALLMARK SHOP 1825,1000115805,5059804764,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-227.17,
BANNER'S HALLMARK SHOP 1825,1000115805,5059596406,11/06/2025,Damaged defective,,Credit Memo,OPEN,$-25.86,
BANNER'S HALLMARK SHOP 1825,1000115805,5059524798,11/05/2025,,CHRISTMAS,Invoice,OPEN,$7.00,4013348234
BANNER'S HALLMARK SHOP 1825,1000115805,5059321392,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-239.36,
BANNER'S HALLMARK SHOP 1825,1000115805,5059321398,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-60.76,
BANNER'S HALLMARK SHOP 1825,1000115805,5059321400,11/03/2025,R001898835,,Credit Memo,OPEN,$-284.26,
BANNER'S HALLMARK SHOP 1825,1000115805,5059371758,11/03/2025,,CHRISTMAS,Invoice,OPEN,$66.60,4013270082
BANNER'S HALLMARK SHOP 1825,1000115805,5059427830,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1828,1000116758,5060752658,11/24/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-21.75,
BANNER'S HALLMARK SHOP 1828,1000116758,5060752661,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,$-640.60,
BANNER'S HALLMARK SHOP 1828,1000116758,5060752665,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-113.21,
BANNER'S HALLMARK SHOP 1828,1000116758,5060752669,11/24/2025,R001902234,,Credit Memo,OPEN,$-296.29,
BANNER'S HALLMARK SHOP 1828,1000116758,5060619510,11/21/2025,MIX MATCH,,Credit Memo,OPEN,$-403.50,
BANNER'S HALLMARK SHOP 1828,1000116758,5060619516,11/21/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1828,1000116758,5060548471,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1828,1000116758,5060371879,11/18/2025,*KOCC,,Debit Memo,OPEN,$49.99,
BANNER'S HALLMARK SHOP 1828,1000116758,5060235652,11/17/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-75.16,
BANNER'S HALLMARK SHOP 1828,1000116758,5060235655,11/17/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-22.50,
BANNER'S HALLMARK SHOP 1828,1000116758,5060235657,11/17/2025,R001901120,,Credit Memo,OPEN,$-290.17,
BANNER'S HALLMARK SHOP 1828,1000116758,5060235665,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,$-838.42,
BANNER'S HALLMARK SHOP 1828,1000116758,5060299198,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$772.71,
BANNER'S HALLMARK SHOP 1828,1000116758,5059804478,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-23.65,
BANNER'S HALLMARK SHOP 1828,1000116758,5059804484,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-437.43,
BANNER'S HALLMARK SHOP 1828,1000116758,5059804486,11/10/2025,R001899998,,Credit Memo,OPEN,$-352.76,
BANNER'S HALLMARK SHOP 1828,1000116758,5059524084,11/05/2025,,CHRISTMAS,Invoice,OPEN,$7.00,4013348288
BANNER'S HALLMARK SHOP 1828,1000116758,5059321442,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-837.41,
BANNER'S HALLMARK SHOP 1828,1000116758,5059321447,11/03/2025,R001898882,,Credit Memo,OPEN,$-167.41,
BANNER'S HALLMARK SHOP 1828,1000116758,5059321452,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-19.97,
BANNER'S HALLMARK SHOP 1828,1000116758,5059369659,11/03/2025,,CHRISTMAS,Invoice,OPEN,$53.60,4013270078
BANNER'S HALLMARK SHOP 1828,1000116758,5059428026,11/03/2025,Nov Smartlync Fee,,Debit Memo,PAID,$30.00,
BANNER'S HALLMARK SHOP 1938,1000116745,5060752972,11/24/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-77.57,
BANNER'S HALLMARK SHOP 1938,1000116745,5060752976,11/24/2025,OMNI-SFS,,Credit Memo,OPEN,$-403.90,
BANNER'S HALLMARK SHOP 1938,1000116745,5060752980,11/24/2025,R001902233,,Credit Memo,OPEN,$-428.31,
BANNER'S HALLMARK SHOP 1938,1000116745,5060619509,11/21/2025,MIX MATCH,,Credit Memo,OPEN,$-420.08,
BANNER'S HALLMARK SHOP 1938,1000116745,5060548398,11/20/2025,11/2025 GC FEE,,Debit Memo,OPEN,$475.00,
BANNER'S HALLMARK SHOP 1938,1000116745,5060235636,11/17/2025,OMNI-SFS,,Credit Memo,OPEN,$-423.20,
BANNER'S HALLMARK SHOP 1938,1000116745,5060235639,11/17/2025,R001901119,,Credit Memo,OPEN,$-450.44,
BANNER'S HALLMARK SHOP 1938,1000116745,5060235644,11/17/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-81.25,
BANNER'S HALLMARK SHOP 1938,1000116745,5060296969,11/17/2025,,CHRISTMAS,Invoice,OPEN,$25.18,4013396718
BANNER'S HALLMARK SHOP 1938,1000116745,5060299199,11/17/2025,RTLR CUSTOMIZED MKTG,,Debit Memo,OPEN,$766.24,
BANNER'S HALLMARK SHOP 1938,1000116745,5059804468,11/10/2025,OMNI-SFS,,Credit Memo,OPEN,$-361.37,
BANNER'S HALLMARK SHOP 1938,1000116745,5059804473,11/10/2025,R001899997,,Credit Memo,OPEN,$-444.83,
BANNER'S HALLMARK SHOP 1938,1000116745,5059804477,11/10/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-33.67,
BANNER'S HALLMARK SHOP 1938,1000116745,5059592133,11/06/2025,,CHRISTMAS,Invoice,OPEN,$16.00,4013348327
BANNER'S HALLMARK SHOP 1938,1000116745,5059431486,11/04/2025,,CHRISTMAS,Invoice,OPEN,$27.88,4013331063
BANNER'S HALLMARK SHOP 1938,1000116745,5059321655,11/03/2025,R001898881,,Credit Memo,OPEN,$-226.30,
BANNER'S HALLMARK SHOP 1938,1000116745,5059321661,11/03/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-11.24,
BANNER'S HALLMARK SHOP 1938,1000116745,5059321663,11/03/2025,OMNI-SFS,,Credit Memo,OPEN,$-646.57,
