Store Name,Customer #,Billing Document #,Billing Document Date,PO #,Season Description,Billing Document Type,Billing Document Status,Total,Delivery #
BANNER'S HALLMARK SHOP 62,1000011545,5055177794,09/01/2025,OMNI-RESHIP,,Credit Memo,OPEN,$-30.00,
BANNER'S HALLMARK SHOP 62,1000011545,5055177799,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-147.58,
BANNER'S HALLMARK SHOP 62,1000011545,5055177803,09/01/2025,R001888510,,Credit Memo,OPEN,$-137.54,
BANNER'S HALLMARK SHOP 64,1000041844,1000041844202510-5055475396,09/04/2025,,,SBT-Invoice,OPEN,$3.75,
BANNER'S HALLMARK SHOP 64,1000041844,5055178666,09/01/2025,R001889065,,Credit Memo,OPEN,$-404.39,
BANNER'S HALLMARK SHOP 64,1000041844,5055178669,09/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-3.39,
BANNER'S HALLMARK SHOP 64,1000041844,5055178677,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-483.14,
BANNER'S HALLMARK SHOP 68,1000054160,1000054160202510-5055533866,09/05/2025,,,SBT-Invoice,OPEN,$3.00,
BANNER'S HALLMARK SHOP 68,1000054160,1000054160202510-5055466093,09/04/2025,,,SBT-Invoice,OPEN,$4.30,
BANNER'S HALLMARK SHOP 68,1000054160,1000054160202509-5055268784,09/01/2025,,,SBT-Invoice,OPEN,$3.00,
BANNER'S HALLMARK SHOP 68,1000054160,5055178728,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-21.74,
BANNER'S HALLMARK SHOP 68,1000054160,5055178736,09/01/2025,R001889182,,Credit Memo,OPEN,$-412.86,
BANNER'S HALLMARK SHOP 824,1000018832,1000018832202510-5055609706,09/06/2025,,,SBT-Invoice,OPEN,$5.80,
BANNER'S HALLMARK SHOP 824,1000018832,5055178351,09/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-9.76,
BANNER'S HALLMARK SHOP 824,1000018832,5055178352,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-49.61,
BANNER'S HALLMARK SHOP 824,1000018832,5055178357,09/01/2025,R001889045,,Credit Memo,OPEN,$-314.79,
BANNER'S HALLMARK SHOP 9,1000002234,1000002234202510-5055551185,09/05/2025,,,SBT-Invoice,OPEN,$4.50,
BANNER'S HALLMARK SHOP 9,1000002234,1000002234202510-5055362365,09/02/2025,,,SBT-Invoice,OPEN,$3.30,
BANNER'S HALLMARK SHOP 9,1000002234,1000002234202509-5055273888,09/01/2025,,,SBT-Invoice,OPEN,$2.50,
BANNER'S HALLMARK SHOP 9,1000002234,5055177281,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-39.66,
BANNER'S HALLMARK SHOP 9,1000002234,5055177286,09/01/2025,R001888813,,Credit Memo,OPEN,$-260.43,
BANNERS HALLMARK SHOP 1940,1000116853,1000116853202510-5055479551,09/04/2025,,,SBT-Invoice,OPEN,$1.50,
BANNERS HALLMARK SHOP 1940,1000116853,1000116853202510-5055397964,09/03/2025,,,SBT-Invoice,OPEN,$6.50,
BANNERS HALLMARK SHOP 1940,1000116853,1000116853202510-5055356797,09/02/2025,,,SBT-Invoice,OPEN,$0.50,
BANNERS HALLMARK SHOP 1940,1000116853,1000116853202509-5055264983,09/01/2025,,,SBT-Invoice,OPEN,$2.50,
BANNERS HALLMARK SHOP 1940,1000116853,5055179400,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-29.96,
BANNERS HALLMARK SHOP 1940,1000116853,5055179404,09/01/2025,R001888928,,Credit Memo,OPEN,$-169.25,
BANNERS HALLMARK SHOP 1940,1000116853,5055179409,09/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-34.34,
BANNERS HALLMARK SHOP 1941,1000116772,1000116772202510-5055518146,09/05/2025,,,SBT-Invoice,OPEN,$1.50,
BANNERS HALLMARK SHOP 1941,1000116772,1000116772202510-5055396862,09/03/2025,,,SBT-Invoice,OPEN,$3.30,
BANNERS HALLMARK SHOP 1941,1000116772,1000116772202510-5055337913,09/02/2025,,,SBT-Invoice,OPEN,$2.00,
BANNERS HALLMARK SHOP 1941,1000116772,5055179383,09/01/2025,R001888917,,Credit Memo,OPEN,$-251.56,
BANNERS HALLMARK SHOP 1941,1000116772,5055179387,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-111.22,
BANNERS HALLMARK SHOP 1941,1000116772,5055179390,09/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-3.99,
HALLMARK CREATIONS 44,1000013175,1000013175202510-5055360395,09/02/2025,,,SBT-Invoice,OPEN,$5.60,
HALLMARK CREATIONS 44,1000013175,5055177879,09/01/2025,OMNI-BOPIS,,Credit Memo,OPEN,$-26.37,
HALLMARK CREATIONS 44,1000013175,5055177886,09/01/2025,R001888570,,Credit Memo,OPEN,$-402.00,
HALLMARK CREATIONS 44,1000013175,5055177892,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-154.42,
HALLMARK CREATIONS 523,1000020145,5055178532,09/01/2025,R001889181,,Credit Memo,OPEN,$-601.61,
HALLMARK CREATIONS 523,1000020145,5055178536,09/01/2025,OMNI-SFS,,Credit Memo,OPEN,$-148.73,
